Time (+08),Latitude,Longitude,Course,kts,mph,feet,Rate,Reporting Facility
Thu 12:18:00 PM    Left Gate (SIN) @ Thursday 12:18:00 PM +08,,,,,,,, Airline
Taxi Time: 10 minutes,,,,,,,,
Thu 12:28:03 PM    Departure (SIN) @ Thursday 12:28:03 PM +08,,,,,,,, FlightAware ADS-B (XSP / WSSL)
Tue 12:12:00 PM    Left Gate (SIN) @ Tuesday 12:12:00 PM +08,,,,,,,, Airline
Taxi Time: 12 minutes,,,,,,,,
Tue 12:24:34 PM    Departure (SIN) @ Tuesday 12:24:34 PM +08,,,,,,,, FlightAware ADS-B (SIN / WSSS)
Tue 12:24:34 PM,1.3519,103.9946,↗ 22°,166,191,425,, FlightAware ADS-B (SIN / WSSS)
Tue 12:24:50 PM,1.3625,103.9989,↗ 22°,176,203,875,1688, FlightAware ADS-B (QPG / WSAP)
Tue 12:25:06 PM,1.3764,104.0049,↗ 24°,198,228,1325,1781, FlightAware ADS-B (TGA / WSAT)
Tue 12:25:22 PM,1.3906,104.0112,↗ 24°,222,255,1825,2182, FlightAware ADS-B (WSAG)
Tue 12:25:39 PM,1.408,104.0187,↗ 24°,248,285,2525,2195, FlightAware ADS-B (JHB / WMKJ)
Tue 12:26:03 PM,1.4344,104.03,↗ 23°,286,329,3325,2378, FlightAware ADS-B (WSAG)
Tue 12:26:20 PM,1.4577,104.036,↑ 4°,297,342,4150,3125, FlightAware ADS-B (WSAG)
Tue 12:26:39 PM,1.4812,104.0295,↖ 329°,299,344,5200,3520, FlightAware ADS-B (TGA / WSAT)
Tue 12:27:09 PM,1.5048,103.9944,← 294°,306,352,7025,3400, FlightAware ADS-B (QPG / WSAP)
Tue 12:27:39 PM,1.5228,103.9552,← 295°,321,369,8600,3180, FlightAware ADS-B (JHB / WMKJ)
Tue 12:28:24 PM,1.5523,103.8942,← 296°,334,384,11000,3120, FlightAware ADS-B (TGA / WSAT)
Tue 12:28:54 PM,1.5734,103.8509,← 296°,344,396,12500,2925, FlightAware ADS-B (XSP / WSSL)
Tue 12:29:24 PM,1.5945,103.8076,← 296°,353,406,13925,2900, FlightAware ADS-B (XSP / WSSL)
Tue 12:29:54 PM,1.6163,103.7628,← 296°,358,412,15400,2850, FlightAware ADS-B (WSAC)
Tue 12:30:24 PM,1.6384,103.7176,← 296°,365,420,16775,2600, FlightAware ADS-B (WSAC)
Tue 12:30:54 PM,1.6606,103.6722,← 296°,373,429,18000,2361, FlightAware ADS-B (TGA / WSAT)
Tue 12:31:25 PM,1.684,103.624,← 296°,382,440,19175,2631, FlightAware ADS-B (JHB / WMKJ)
Tue 12:31:55 PM,1.7074,103.5761,← 296°,379,436,20675,2225, FlightAware ADS-B (WSAC)
Tue 12:32:25 PM,1.7311,103.5272,← 296°,386,444,21400,1200, FlightAware ADS-B (JHB / WMKJ)
Tue 12:32:55 PM,1.7547,103.4786,← 296°,388,447,21875,514, FlightAware ADS-B (QPG / WSAP)
Tue 12:33:35 PM,1.7857,103.415,← 296°,383,441,22000,106, FlightAware ADS-B (WSAC)
Tue 12:34:06 PM,1.8093,103.3666,← 296°,383,441,22000,, FlightAware ADS-B (QPG / WSAP)
Tue 12:34:37 PM,1.8334,103.317,← 296°,385,443,22000,, FlightAware ADS-B (QPG / WSAP)
Tue 12:35:07 PM,1.8564,103.2695,← 296°,386,444,22000,, FlightAware ADS-B (SIN / WSSS)
Tue 12:35:37 PM,1.8806,103.2204,← 296°,384,442,22000,, FlightAware ADS-B (QPG / WSAP)
Tue 12:36:07 PM,1.904,103.1726,← 296°,384,442,22000,, FlightAware ADS-B (QPG / WSAP)
Tue 12:36:37 PM,1.9277,103.1243,← 296°,385,443,22000,, FlightAware ADS-B (QPG / WSAP)
Tue 12:37:10 PM,1.9542,103.0703,← 296°,385,443,22000,, FlightAware ADS-B (MKZ / WMKM)
Tue 12:37:40 PM,1.9775,103.0226,← 296°,386,444,22000,, FlightAware ADS-B (MKZ / WMKM)
Tue 12:38:10 PM,2.0014,102.9739,← 296°,385,443,22000,, FlightAware ADS-B (MKZ / WMKM)
Tue 12:38:40 PM,2.0237,102.9282,← 296°,385,443,22000,-315, FlightAware ADS-B (PKU / WIBB)
Tue 12:39:12 PM,2.0487,102.8771,← 296°,377,434,21675,-798, FlightAware ADS-B (MKZ / WMKM)
Tue 12:39:42 PM,2.0718,102.8302,← 296°,369,425,21175,-950, FlightAware ADS-B (MKZ / WMKM)
Tue 12:40:12 PM,2.0943,102.784,← 296°,366,421,20725,-950, FlightAware ADS-B (MKZ / WMKM)
Tue 12:40:42 PM,2.1163,102.7389,← 296°,359,413,20225,-975, FlightAware ADS-B (MKZ / WMKM)
Tue 12:41:12 PM,2.1382,102.6938,← 296°,350,403,19750,-905, FlightAware ADS-B (MKZ / WMKM)
Tue 12:41:40 PM,2.1573,102.6543,← 294°,349,402,19350,-989, FlightAware ADS-B (JHB / WMKJ)
Tue 12:41:56 PM,2.1648,102.6286,← 279°,347,399,19025,-1043, FlightAware ADS-B (MKZ / WMKM)
Tue 12:42:26 PM,2.1698,102.5827,← 277°,347,399,18550,-1053, FlightAware ADS-B (WMAV)
Tue 12:42:43 PM,2.1758,102.5559,← 290°,349,402,18200,-1358, FlightAware ADS-B (PKU / WIBB)
Tue 12:43:19 PM,2.2042,102.5036,← 300°,342,394,17350,-1364, FlightAware ADS-B (MKZ / WMKM)
Tue 12:43:49 PM,2.2275,102.4629,← 300°,336,387,16700,-1426, FlightAware ADS-B (MKZ / WMKM)
Tue 12:44:20 PM,2.2508,102.4224,← 300°,331,381,15900,-1303, FlightAware ADS-B (MKZ / WMKM)
Tue 12:44:50 PM,2.2733,102.3831,← 300°,326,375,15375,-1047, FlightAware ADS-B (MKZ / WMKM)
Tue 12:45:13 PM,2.2899,102.3529,← 292°,322,371,14975,-1088, FlightAware ADS-B (MKZ / WMKM)
Tue 12:45:30 PM,2.2946,102.329,← 271°,322,371,14650,-990, FlightAware ADS-B (PKU / WIBB)
Tue 12:46:03 PM,2.2932,102.2782,← 269°,323,372,14150,-976, FlightAware ADS-B (MKZ / WMKM)
Tue 12:46:33 PM,2.2925,102.2337,← 268°,320,368,13625,-1000, FlightAware ADS-B (MKZ / WMKM)
Tue 12:47:03 PM,2.2914,102.1927,← 269°,320,368,13150,-976, FlightAware ADS-B (PKU / WIBB)
Tue 12:47:36 PM,2.2902,102.1413,← 269°,311,358,12600,-976, FlightAware ADS-B (SZB / WMSA)
Tue 12:48:06 PM,2.2891,102.0994,← 268°,307,353,12125,-975, FlightAware ADS-B (MKZ / WMKM)
Tue 12:48:36 PM,2.288,102.0569,← 269°,308,354,11625,-975, FlightAware ADS-B (MKZ / WMKM)
Tue 12:49:06 PM,2.2869,102.0139,← 269°,304,350,11150,-541, FlightAware ADS-B (MKZ / WMKM)
Tue 12:49:37 PM,2.2858,101.9718,← 269°,305,351,11075,-452, FlightAware ADS-B (SZB / WMSA)
Tue 12:50:09 PM,2.2847,101.9258,← 269°,302,348,10675,-871, FlightAware ADS-B (KUL / WMKK)
Tue 12:50:39 PM,2.2835,101.8831,← 269°,301,346,10175,-978, FlightAware ADS-B (KUL / WMKK)
Tue 12:50:55 PM,2.283,101.8624,← 269°,299,344,9925,-946, FlightAware ADS-B (WMBF)
Tue 12:51:25 PM,2.282,101.8222,← 269°,294,338,9450,-811, FlightAware ADS-B (SZB / WMSA)
Tue 12:51:56 PM,2.2809,101.7786,← 268°,294,338,9100,-369, FlightAware ADS-B (WMBF)
Tue 12:52:26 PM,2.2798,101.7384,← 268°,295,339,9075,-33, FlightAware ADS-B (WMBF)
Tue 12:52:42 PM,2.2792,101.7148,← 269°,295,339,9075,33, FlightAware ADS-B (KUL / WMKK)
Tue 12:53:12 PM,2.2783,101.6753,← 268°,287,330,9100,, FlightAware ADS-B (KUL / WMKK)
Tue 12:53:29 PM,2.2788,101.6544,← 279°,282,325,9075,-45, FlightAware ADS-B (KUL / WMKK)
Tue 12:53:45 PM,2.2878,101.6356,← 308°,266,306,9075,33, FlightAware ADS-B (SZB / WMSA)
Tue 12:54:14 PM,2.3117,101.6131,↖ 316°,252,290,9100,31, FlightAware ADS-B (SZB / WMSA)
Tue 12:54:34 PM,2.3296,101.5954,← 315°,261,300,9100,-38, FlightAware ADS-B (KUL / WMKK)
Tue 12:54:54 PM,2.3472,101.5781,← 315°,271,312,9075,-42, FlightAware ADS-B (KUL / WMKK)
Tue 12:55:10 PM,2.3606,101.5651,↖ 316°,272,313,9075,, FlightAware ADS-B (SZB / WMSA)
Tue 12:55:27 PM,2.3755,101.5478,← 300°,272,313,9075,33, FlightAware ADS-B (SZB / WMSA)
Tue 12:55:56 PM,2.3823,101.5129,← 275°,269,310,9100,-331, FlightAware ADS-B (SZB / WMSA)
Tue 12:56:26 PM,2.3861,101.4761,← 276°,264,304,8750,-1011, FlightAware ADS-B (KUL / WMKK)
Tue 12:56:42 PM,2.3903,101.4569,← 292°,267,307,8325,-1372, FlightAware ADS-B (WMBF)
Tue 12:57:13 PM,2.407,101.4229,← 296°,263,303,7675,-1245, FlightAware ADS-B (KUL / WMKK)
Tue 12:57:29 PM,2.4152,101.4057,← 296°,260,299,7350,-1250, FlightAware ADS-B (KUL / WMKK)
Tue 12:57:49 PM,2.4268,101.3842,← 304°,258,297,6925,-1421, FlightAware ADS-B (KUL / WMKK)
Tue 12:58:07 PM,2.4418,101.3685,↖ 316°,262,302,6450,-1414, FlightAware ADS-B (SZB / WMSA)
Tue 12:58:24 PM,2.4577,101.3561,↖ 331°,260,299,6100,-1338, FlightAware ADS-B (KUL / WMKK)
Tue 12:58:44 PM,2.4818,101.353,↑ 11°,260,299,5625,-1216, FlightAware ADS-B (KUL / WMKK)
Tue 12:59:01 PM,2.5013,101.359,↑ 18°,257,296,5350,-1135, FlightAware ADS-B (KUL / WMKK)
Tue 12:59:21 PM,2.5238,101.3657,↑ 16°,255,293,4925,-990, FlightAware ADS-B (KUL / WMKK)
Tue 12:59:51 PM,2.558,101.3757,↑ 17°,253,291,4525,-489, FlightAware ADS-B (KUL / WMKK)
Tue 01:00:07 PM,2.5744,101.3806,↑ 17°,253,291,4550,, FlightAware ADS-B (SZB / WMSA)
Tue 01:00:25 PM,2.5952,101.3869,↑ 17°,253,291,4525,-500, FlightAware ADS-B (KUL / WMKK)
Tue 01:00:55 PM,2.6292,101.397,↑ 17°,253,291,4150,-775, FlightAware ADS-B (KUL / WMKK)
Tue 01:01:25 PM,2.6632,101.4073,↑ 17°,252,290,3750,-800, FlightAware ADS-B (KUL / WMKK)
Tue 01:01:55 PM,2.6962,101.4173,↑ 17°,244,281,3350,-800, FlightAware ADS-B (KUL / WMKK)
Tue 01:02:25 PM,2.7288,101.4272,↑ 17°,244,281,2950,-714, FlightAware ADS-B (KUL / WMKK)
Tue 01:02:58 PM,2.7635,101.4377,↑ 17°,242,278,2600,-425, FlightAware ADS-B (KUL / WMKK)
Tue 01:03:18 PM,2.7852,101.4442,↑ 17°,246,283,2575,, FlightAware ADS-B (KUL / WMKK)
Tue 01:03:38 PM,2.8074,101.4509,↑ 17°,246,283,2600,, FlightAware ADS-B (KUL / WMKK)
Tue 01:03:58 PM,2.829,101.4575,↑ 17°,242,278,2575,, FlightAware ADS-B (KUL / WMKK)
Tue 01:04:28 PM,2.8601,101.4668,↑ 17°,229,264,2600,, FlightAware ADS-B (KUL / WMKK)
Tue 01:04:50 PM,2.8821,101.4738,↗ 23°,233,268,2575,, FlightAware ADS-B (KUL / WMKK)
Tue 01:05:08 PM,2.8968,101.4861,↗ 54°,231,266,2600,34, FlightAware ADS-B (SZB / WMSA)
Tue 01:05:34 PM,2.9118,101.509,↗ 56°,207,238,2600,-36, FlightAware ADS-B (SZB / WMSA)
Tue 01:05:50 PM,2.9205,101.5218,↗ 56°,199,229,2575,-43, FlightAware ADS-B (KUL / WMKK)
Tue 01:06:09 PM,2.9263,101.5373,→ 95°,203,234,2575,36, FlightAware ADS-B (SZB / WMSA)
Tue 01:06:32 PM,2.9164,101.5556,↘ 134°,199,229,2600,35, FlightAware ADS-B (SZB / WMSA)
Tue 01:06:52 PM,2.9014,101.5679,↘ 144°,198,228,2600,-42, FlightAware ADS-B (SZB / WMSA)
Tue 01:07:08 PM,2.8893,101.5763,↘ 146°,197,227,2575,-33, FlightAware ADS-B (SZB / WMSA)
Tue 01:07:38 PM,2.8694,101.5896,↘ 146°,164,189,2575,, FlightAware ADS-B (SZB / WMSA)
Tue 01:08:08 PM,2.8507,101.6021,↘ 146°,157,181,2575,-300, FlightAware ADS-B (SZB / WMSA)
Tue 01:08:38 PM,2.8331,101.614,↘ 146°,157,181,2275,-717, FlightAware ADS-B (KUL / WMKK)
Tue 01:08:54 PM,2.8227,101.6209,↘ 146°,156,180,2025,-797, FlightAware ADS-B (SZB / WMSA)
Tue 01:09:10 PM,2.8135,101.6271,↘ 146°,155,178,1850,-750, FlightAware ADS-B (SZB / WMSA)
Tue 01:09:26 PM,2.8042,101.6333,↘ 146°,151,174,1625,-734, FlightAware ADS-B (SZB / WMSA)
Tue 01:09:57 PM,2.7869,101.6449,↘ 147°,145,167,1275,-731, FlightAware ADS-B (SZB / WMSA)
Tue 01:10:05 PM,2.782,101.6482,↘ 146°,147,169,1150,-750, Surface and Near-Surface
Tue 01:10:13 PM,2.7776,101.6511,↘ 146°,147,169,1075,-750, FlightAware ADS-B (KUL / WMKK)
Tue 01:10:29 PM,2.7682,101.6574,↘ 147°,146,168,850,-750, FlightAware ADS-B (WMBF)
Tue 01:10:45 PM,2.7593,101.6634,↘ 146°,145,167,675,-703, FlightAware ADS-B (SZB / WMSA)
Tue 01:11:00 PM    Arrival (KUL) @ Tuesday 01:11:00 PM +08,,,,,,,, Airline
Tue 01:11:01 PM,2.7507,101.6691,↘ 145°,146,168,475,-750, FlightAware ADS-B (KUL / WMKK)
Tue 01:11:17 PM,2.7414,101.6754,↘ 146°,147,169,275,-500, FlightAware ADS-B (KUL / WMKK)
Tue 01:11:40 PM,2.7286,101.6839,↘ 146°,148,170,150,-326, FlightAware ADS-B (KUL / WMKK)
Taxi Time: 8 minutes,,,,,,,,
Tue 01:19:00 PM    Gate Arrival (KUL) @ Tuesday 01:19:00 PM +08,,,,,,,, Airline
,,,,,,,,
Mon 12:03:00 PM    Left Gate (SIN) @ Monday 12:03:00 PM +08,,,,,,,, Airline
Taxi Time: 9 minutes,,,,,,,,
Mon 12:12:02 PM    Departure (SIN) @ Monday 12:12:02 PM +08,,,,,,,, Surface and Near-Surface
Mon 12:12:02 PM,1.347,103.9927,↗ 23°,165,190,225,, Surface and Near-Surface
Mon 12:12:09 PM,1.3516,103.9946,↗ 23°,161,185,475,1826, FlightAware ADS-B (QPG / WSAP)
Mon 12:12:25 PM,1.3633,103.9994,↗ 23°,177,204,925,1641, FlightAware ADS-B (WSAG)
Mon 12:12:41 PM,1.377,104.0053,↗ 23°,199,229,1350,1688, FlightAware ADS-B (QPG / WSAP)
Mon 12:12:57 PM,1.3902,104.0109,↗ 23°,222,255,1825,2391, FlightAware ADS-B (WSAG)
Mon 12:13:13 PM,1.4066,104.0179,↗ 23°,236,272,2625,2857, FlightAware ADS-B (WSAG)
Mon 12:13:39 PM,1.4347,104.0299,↗ 23°,266,306,3825,2761, FlightAware ADS-B (SIN / WSSS)
Mon 12:13:57 PM,1.4577,104.0372,↑ 11°,275,316,4650,2338, FlightAware ADS-B (WSAC)
Mon 12:14:13 PM,1.4775,104.0337,↖ 335°,273,314,5150,2471, FlightAware ADS-B (WSAC)
Mon 12:14:31 PM,1.4929,104.0177,← 304°,280,322,6050,3098, FlightAware ADS-B (SIN / WSSS)
Mon 12:14:59 PM,1.5085,103.9846,← 295°,292,336,7525,3155, FlightAware ADS-B (WSAG)
Mon 12:15:29 PM,1.5268,103.9467,← 296°,304,350,9100,2800, FlightAware ADS-B (XSP / WSSL)
Mon 12:16:14 PM,1.5561,103.8865,← 296°,331,381,11025,2640, FlightAware ADS-B (WSAG)
Mon 12:16:44 PM,1.5754,103.8467,← 296°,341,392,12400,2754, FlightAware ADS-B (TGA / WSAT)
Mon 12:17:15 PM,1.5976,103.8009,← 296°,350,403,13825,2806, FlightAware ADS-B (TGA / WSAT)
Mon 12:17:46 PM,1.62,103.7552,← 296°,355,409,15300,2090, FlightAware ADS-B (WSAC)
Mon 12:18:16 PM,1.6426,103.7085,← 296°,380,437,15950,1650, FlightAware ADS-B (WSAC)
Mon 12:18:46 PM,1.6659,103.6606,← 296°,395,455,16950,1850, FlightAware ADS-B (WSAG)
Mon 12:19:16 PM,1.6893,103.6126,← 296°,409,471,17800,1850, FlightAware ADS-B (XSP / WSSL)
Mon 12:19:46 PM,1.7154,103.5589,← 296°,418,481,18800,2150, FlightAware ADS-B (WMAP)
Mon 12:20:16 PM,1.7403,103.5078,← 296°,420,483,19950,2050, FlightAware ADS-B (WSAG)
Mon 12:20:46 PM,1.7671,103.4527,← 296°,431,496,20850,1575, FlightAware ADS-B (WMAP)
Mon 12:21:16 PM,1.7927,103.4,← 296°,436,502,21525,1125, FlightAware ADS-B (WSAG)
Mon 12:21:46 PM,1.8202,103.3435,← 296°,440,506,21975,445, FlightAware ADS-B (WMAP)
Mon 12:22:20 PM,1.8499,103.2824,← 296°,438,504,22000,23, FlightAware ADS-B (QPG / WSAP)
Mon 12:22:50 PM,1.8759,103.2292,← 296°,450,518,22000,-24, FlightAware ADS-B (JHB / WMKJ)
Mon 12:23:22 PM,1.9068,103.1666,← 296°,476,548,21975,, FlightAware ADS-B (WMAV)
Mon 12:23:55 PM,1.9408,103.0971,← 296°,492,566,22000,24, FlightAware ADS-B (WMAP)
Mon 12:24:25 PM,1.971,103.0354,← 296°,492,566,22000,, FlightAware ADS-B (WMAP)
Mon 12:24:55 PM,2.0001,102.9762,← 296°,491,565,22000,, FlightAware ADS-B (WMAP)
Mon 12:25:15 PM,2.0158,102.9343,← 286°,493,567,22000,, FlightAware ADS-B (SIN / WSSS)
Mon 12:25:45 PM,2.0292,102.8684,← 282°,491,565,22000,-200, FlightAware ADS-B (WSAG)
Mon 12:26:15 PM,2.0432,102.8013,← 282°,490,564,21800,-900, FlightAware ADS-B (JHB / WMKJ)
Mon 12:26:45 PM,2.0568,102.7353,← 282°,466,536,21100,-1375, FlightAware ADS-B (WMAP)
Mon 12:27:15 PM,2.0685,102.677,← 281°,442,509,20425,-1400, FlightAware ADS-B (SZB / WMSA)
Mon 12:27:45 PM,2.0812,102.6149,← 282°,427,491,19700,-1426, FlightAware ADS-B (JHB / WMKJ)
Mon 12:28:16 PM,2.0927,102.5577,← 281°,422,486,18975,-1623, FlightAware ADS-B (PKU / WIBB)
Mon 12:28:46 PM,2.1044,102.5004,← 281°,414,476,18050,-2250, FlightAware ADS-B (PKU / WIBB)
Mon 12:29:16 PM,2.116,102.4428,← 281°,418,481,16725,-2385, FlightAware ADS-B (QPG / WSAP)
Mon 12:29:47 PM,2.128,102.3834,← 281°,420,483,15625,-2041, FlightAware ADS-B (SZB / WMSA)
Mon 12:30:17 PM,2.139,102.3292,← 281°,407,468,14650,-1975, FlightAware ADS-B (PKU / WIBB)
Mon 12:30:47 PM,2.1505,102.2724,← 282°,410,472,13650,-2075, FlightAware ADS-B (MKZ / WMKM)
Mon 12:31:17 PM,2.1621,102.2153,← 281°,405,466,12575,-2024, FlightAware ADS-B (SZB / WMSA)
Mon 12:31:50 PM,2.1741,102.1571,← 281°,396,456,11525,-1006, FlightAware ADS-B (PKU / WIBB)
Mon 12:32:45 PM,2.2114,102.0693,← 295°,372,428,11100,-290, FlightAware ADS-B (QPG / WSAP)
Mon 12:33:18 PM,2.2352,102.0187,← 295°,373,429,11100,, FlightAware ADS-B (SZB / WMSA)
Mon 12:33:48 PM,2.2574,101.9713,← 295°,372,428,11100,-24, FlightAware ADS-B (SZB / WMSA)
Mon 12:34:21 PM,2.2821,101.919,← 297°,374,430,11075,, FlightAware ADS-B (KUL / WMKK)
Mon 12:35:12 PM,2.3401,101.8502,← 311°,373,429,11100,18, FlightAware ADS-B (SZB / WMSA)
Mon 12:35:43 PM,2.3753,101.8111,← 312°,373,429,11100,, FlightAware ADS-B (SZB / WMSA)
Mon 12:36:13 PM,2.4102,101.7723,← 312°,372,428,11100,, FlightAware ADS-B (SZB / WMSA)
Mon 12:36:44 PM,2.4447,101.734,← 312°,372,428,11100,-98, FlightAware ADS-B (SZB / WMSA)
Mon 12:37:14 PM,2.4784,101.6968,← 312°,367,422,11000,-1353, FlightAware ADS-B (SZB / WMSA)
Mon 12:37:35 PM,2.5039,101.6713,↖ 321°,357,411,9950,-3324, FlightAware ADS-B (SZB / WMSA)
Mon 12:37:51 PM,2.5272,101.6582,↖ 334°,352,405,8950,-3620, FlightAware ADS-B (SZB / WMSA)
Mon 12:38:21 PM,2.5688,101.6374,↖ 333°,344,396,7175,-3326, FlightAware ADS-B (WMBF)
Mon 12:38:37 PM,2.5931,101.6249,↖ 333°,333,383,6400,-1891, FlightAware ADS-B (KUL / WMKK)
Mon 12:39:07 PM,2.6321,101.6053,↖ 333°,292,336,5725,-1550, FlightAware ADS-B (KUL / WMKK)
Mon 12:39:37 PM,2.6662,101.588,↖ 333°,270,311,4850,-2075, FlightAware ADS-B (KUL / WMKK)
Mon 12:40:07 PM,2.6998,101.5712,↖ 333°,271,312,3650,-2000, FlightAware ADS-B (KUL / WMKK)
Mon 12:40:37 PM,2.7324,101.5549,↖ 333°,269,310,2850,-1304, FlightAware ADS-B (SZB / WMSA)
Mon 12:40:53 PM,2.7498,101.546,↖ 333°,269,310,2650,-455, FlightAware ADS-B (SZB / WMSA)
Mon 12:41:10 PM,2.7683,101.5366,↖ 333°,269,310,2600,-31, FlightAware ADS-B (SZB / WMSA)
Mon 12:41:42 PM,2.8049,101.5183,↖ 333°,254,292,2625,31, FlightAware ADS-B (SZB / WMSA)
Mon 12:41:58 PM,2.8209,101.5102,↖ 333°,247,284,2625,, FlightAware ADS-B (SZB / WMSA)
Mon 12:42:19 PM,2.843,101.499,↖ 334°,246,283,2625,, FlightAware ADS-B (KUL / WMKK)
Mon 12:42:38 PM,2.8635,101.4956,↑ 6°,233,268,2625,, FlightAware ADS-B (SZB / WMSA)
Mon 12:42:55 PM,2.8781,101.5024,↗ 39°,216,249,2625,, FlightAware ADS-B (SZB / WMSA)
Mon 12:43:14 PM,2.888,101.5174,→ 70°,204,235,2625,-36, FlightAware ADS-B (SZB / WMSA)
Mon 12:43:37 PM,2.8887,101.5394,→ 95°,204,235,2600,, FlightAware ADS-B (SZB / WMSA)
Mon 12:43:53 PM,2.8876,101.5536,→ 94°,199,229,2625,44, FlightAware ADS-B (SZB / WMSA)
Mon 12:44:11 PM,2.8843,101.5716,↘ 112°,203,234,2625,, FlightAware ADS-B (SZB / WMSA)
Mon 12:44:31 PM,2.8727,101.5857,↘ 138°,189,217,2625,, FlightAware ADS-B (SZB / WMSA)
Mon 12:44:56 PM,2.8574,101.5977,↘ 144°,175,201,2625,-321, FlightAware ADS-B (SZB / WMSA)
Mon 12:45:27 PM,2.8362,101.6119,↘ 146°,175,201,2325,-702, FlightAware ADS-B (SZB / WMSA)
Mon 12:45:43 PM,2.8256,101.6189,↘ 146°,172,198,2075,-844, FlightAware ADS-B (KUL / WMKK)
Mon 12:45:59 PM,2.8153,101.6259,↘ 146°,157,181,1875,-750, FlightAware ADS-B (KUL / WMKK)
Mon 12:46:29 PM,2.7977,101.6376,↘ 146°,148,170,1500,-750, FlightAware ADS-B (KUL / WMKK)
Mon 12:46:57 PM,2.7822,101.6481,↘ 146°,148,170,1150,-767, Surface and Near-Surface
Mon 12:47:14 PM,2.7722,101.6547,↘ 146°,152,175,925,-818, FlightAware ADS-B (WMBF)
Mon 12:47:30 PM,2.7628,101.6611,↘ 146°,151,174,700,-771, FlightAware ADS-B (KUL / WMKK)
Mon 12:47:49 PM,2.7518,101.6684,↘ 146°,151,174,475,-729, FlightAware ADS-B (KUL / WMKK)
Mon 12:48:05 PM,2.7425,101.6746,↘ 146°,150,173,275,-750, FlightAware ADS-B (KUL / WMKK)
Mon 12:48:30 PM    Arrival (KUL) @ Monday 12:48:30 PM +08,,,,,,,, FlightAware
Taxi Time: 5 minutes,,,,,,,,
Mon 12:54:00 PM    Gate Arrival (KUL) @ Monday 12:54:00 PM +08,,,,,,,, Airline
,,,,,,,,
Sun 12:16:00 PM    Left Gate (SIN) @ Sunday 12:16:00 PM +08,,,,,,,, Airline
Taxi Time: 10 minutes,,,,,,,,
Sun 12:26:15 PM    Departure (SIN) @ Sunday 12:26:15 PM +08,,,,,,,, Surface and Near-Surface
Sun 12:26:15 PM,1.3484,103.9933,↗ 23°,164,189,325,, Surface and Near-Surface
Sun 12:26:30 PM,1.3577,103.9973,↗ 23°,159,183,875,1887, FlightAware ADS-B (WSAG)
Sun 12:26:46 PM,1.3697,104.0023,↗ 22°,177,204,1300,1594, FlightAware ADS-B (WSAG)
Sun 12:27:02 PM,1.3822,104.0075,↗ 23°,198,228,1725,1641, FlightAware ADS-B (WSAG)
Sun 12:27:18 PM,1.396,104.0132,↗ 23°,223,257,2175,2109, FlightAware ADS-B (WSAG)
Sun 12:27:34 PM,1.4127,104.0204,↗ 23°,244,281,2850,2708, FlightAware ADS-B (SIN / WSSS)
Sun 12:27:54 PM,1.4348,104.0297,↑ 21°,260,299,3800,3039, FlightAware ADS-B (WSAG)
Sun 12:28:12 PM,1.4566,104.0312,↑ 354°,267,307,4775,3132, FlightAware ADS-B (TGA / WSAT)
Sun 12:28:28 PM,1.4741,104.0217,↖ 320°,277,319,5575,3349, FlightAware ADS-B (XSP / WSSL)
Sun 12:28:55 PM,1.4914,103.9907,← 295°,284,327,7175,3289, FlightAware ADS-B (JHB / WMKJ)
Sun 12:29:25 PM,1.5093,103.9547,← 297°,297,342,8700,3020, FlightAware ADS-B (WSAG)
Sun 12:30:10 PM,1.5376,103.8991,← 297°,311,358,10950,2980, FlightAware ADS-B (XSP / WSSL)
Sun 12:30:40 PM,1.5578,103.8594,← 297°,316,364,12425,2925, FlightAware ADS-B (SIN / WSSS)
Sun 12:31:10 PM,1.5778,103.82,← 297°,319,367,13875,2700, FlightAware ADS-B (XSP / WSSL)
Sun 12:31:40 PM,1.5981,103.7799,← 297°,327,376,15125,2425, FlightAware ADS-B (WSAG)
Sun 12:32:10 PM,1.6191,103.7388,← 297°,338,389,16300,1650, FlightAware ADS-B (WMAP)
Sun 12:32:40 PM,1.6416,103.6942,← 297°,369,425,16775,950, FlightAware ADS-B (WMAP)
Sun 12:33:10 PM,1.6651,103.6478,← 297°,395,455,17250,1525, FlightAware ADS-B (QPG / WSAP)
Sun 12:33:40 PM,1.691,103.597,← 297°,403,464,18300,1900, FlightAware ADS-B (WMAP)
Sun 12:34:10 PM,1.7167,103.5465,← 297°,414,476,19150,1700, FlightAware ADS-B (WMAP)
Sun 12:34:40 PM,1.7415,103.4972,← 297°,417,480,20000,1400, FlightAware ADS-B (TGA / WSAT)
Sun 12:35:10 PM,1.7688,103.4433,← 297°,419,482,20550,984, FlightAware ADS-B (QPG / WSAP)
Sun 12:35:41 PM,1.7954,103.391,← 297°,421,484,21000,885, FlightAware ADS-B (WSAG)
Sun 12:36:11 PM,1.8222,103.338,← 297°,421,484,21450,925, FlightAware ADS-B (QPG / WSAP)
Sun 12:36:41 PM,1.8484,103.2864,← 297°,427,491,21925,550, FlightAware ADS-B (WSAG)
Sun 12:37:11 PM,1.8742,103.2339,← 296°,396,456,22000,75, FlightAware ADS-B (JHB / WMKJ)
Sun 12:37:41 PM,1.8976,103.1859,← 296°,378,435,22000,, FlightAware ADS-B (SIN / WSSS)
Sun 12:38:11 PM,1.9203,103.1397,← 296°,376,433,22000,, FlightAware ADS-B (QPG / WSAP)
